agency_cd,site_no,Datetime,Mean_CFS,294516_00060_00003_cd
USGS,4174490,2012-02-28,3.00,A
USGS,4174490,2012-02-29,20.5,A
USGS,4174490,2012-03-01,6.06,A
USGS,4174490,2012-03-02,22.6,A
USGS,4174490,2012-03-03,6.85,A
USGS,4174490,2012-03-04,5.88,A
USGS,4174490,2012-03-05,5.44,A
USGS,4174490,2012-03-06,5.02,A
USGS,4174490,2012-03-07,4.00,A
USGS,4174490,2012-03-08,5.17,A
USGS,4174490,2012-03-09,3.36,A
USGS,4174490,2012-03-10,3.15,A
USGS,4174490,2012-03-11,2.89,A
USGS,4174490,2012-03-12,16.4,A
USGS,4174490,2012-03-13,5.58,A
USGS,4174490,2012-03-14,3.82,A
USGS,4174490,2012-03-15,95.7,A
USGS,4174490,2012-03-16,15.2,A
USGS,4174490,2012-03-17,8.38,A
USGS,4174490,2012-03-18,6.75,A
USGS,4174490,2012-03-19,5.71,A
USGS,4174490,2012-03-20,3.99,A
USGS,4174490,2012-03-21,3.67,A
USGS,4174490,2012-03-22,3.45,A
USGS,4174490,2012-03-23,7.88,A
USGS,4174490,2012-03-24,5.52,A
USGS,4174490,2012-03-25,3.42,A
USGS,4174490,2012-03-26,3.32,A
USGS,4174490,2012-03-27,3.04,A
USGS,4174490,2012-03-28,2.82,A
USGS,4174490,2012-03-29,3.22,A
USGS,4174490,2012-03-30,15.8,A
USGS,4174490,2012-03-31,4.51,A
USGS,4174490,2012-04-01,4.57,A
USGS,4174490,2012-04-02,4.03,A
USGS,4174490,2012-04-03,7.70,A
USGS,4174490,2012-04-04,4.64,A
USGS,4174490,2012-04-05,4.41,A
USGS,4174490,2012-04-06,3.47,A
USGS,4174490,2012-04-07,2.75,A
USGS,4174490,2012-04-08,3.16,A
USGS,4174490,2012-04-09,3.39,A
USGS,4174490,2012-04-10,3.32,A
USGS,4174490,2012-04-11,3.49,A
USGS,4174490,2012-04-12,3.70,A
USGS,4174490,2012-04-13,3.25,A
USGS,4174490,2012-04-14,3.88,A
USGS,4174490,2012-04-15,31.4,A
USGS,4174490,2012-04-16,5.05,A
USGS,4174490,2012-04-17,3.44,A
USGS,4174490,2012-04-18,3.07,A
USGS,4174490,2012-04-19,2.93,A
USGS,4174490,2012-04-20,9.69,A
USGS,4174490,2012-04-21,3.96,A
USGS,4174490,2012-04-22,3.36,A
USGS,4174490,2012-04-23,2.91,A
USGS,4174490,2012-04-24,2.81,A
USGS,4174490,2012-04-25,3.53,A
USGS,4174490,2012-04-26,3.32,A
USGS,4174490,2012-04-27,2.73,A
USGS,4174490,2012-04-28,2.93,A
USGS,4174490,2012-04-29,2.46,A
USGS,4174490,2012-04-30,13.5,A
USGS,4174490,2012-05-01,4.12,A
USGS,4174490,2012-05-02,2.69,A
USGS,4174490,2012-05-03,3.73,A
USGS,4174490,2012-05-04,3.39,A
USGS,4174490,2012-05-05,2.68,A
USGS,4174490,2012-05-06,2.61,A
USGS,4174490,2012-05-07,6.47,A
USGS,4174490,2012-05-08,3.22,A
USGS,4174490,2012-05-09,4.68,A
USGS,4174490,2012-05-10,3.25,A
USGS,4174490,2012-05-11,3.02,A
USGS,4174490,2012-05-12,3.20,A:e
USGS,4174490,2012-05-13,4.11,A:e
USGS,4174490,2012-05-14,3.89,A:e
USGS,4174490,2012-05-15,3.70,A:e
USGS,4174490,2012-05-16,3.43,A
USGS,4174490,2012-05-17,3.48,A
USGS,4174490,2012-05-18,3.89,A
USGS,4174490,2012-05-19,3.78,A
USGS,4174490,2012-05-20,4.07,A
USGS,4174490,2012-05-21,3.86,A
USGS,4174490,2012-05-22,3.75,A
USGS,4174490,2012-05-23,3.66,A
USGS,4174490,2012-05-24,3.69,A
USGS,4174490,2012-05-25,3.68,A
USGS,4174490,2012-05-26,12.2,A
USGS,4174490,2012-05-27,3.63,A
USGS,4174490,2012-05-28,3.43,A
USGS,4174490,2012-05-29,3.36,A
USGS,4174490,2012-05-30,3.27,A
USGS,4174490,2012-05-31,4.34,A
USGS,4174490,2012-06-01,6.10,A
USGS,4174490,2012-06-02,3.55,A
USGS,4174490,2012-06-03,3.20,A
USGS,4174490,2012-06-04,3.08,A
USGS,4174490,2012-06-05,3.09,A
USGS,4174490,2012-06-06,3.10,A
USGS,4174490,2012-06-07,3.08,A
USGS,4174490,2012-06-08,3.21,A
USGS,4174490,2012-06-09,3.49,A
USGS,4174490,2012-06-10,3.19,A
USGS,4174490,2012-06-11,4.89,A
USGS,4174490,2012-06-12,2.84,A
USGS,4174490,2012-06-13,2.59,A
USGS,4174490,2012-06-14,2.66,A
USGS,4174490,2012-06-15,2.67,A
USGS,4174490,2012-06-16,2.70,A
USGS,4174490,2012-06-17,6.57,A
USGS,4174490,2012-06-18,19.5,A
USGS,4174490,2012-06-19,3.27,A
USGS,4174490,2012-06-20,2.28,A
USGS,4174490,2012-06-21,2.39,A
USGS,4174490,2012-06-22,2.33,A
USGS,4174490,2012-06-23,1.93,A
USGS,4174490,2012-06-24,1.90,A
USGS,4174490,2012-06-25,1.77,A
USGS,4174490,2012-06-26,1.70,A
USGS,4174490,2012-06-27,1.75,A
USGS,4174490,2012-06-28,1.81,A
USGS,4174490,2012-06-29,1.78,A
USGS,4174490,2012-06-30,1.68,A
USGS,4174490,2012-07-01,1.41,A
USGS,4174490,2012-07-02,1.54,A
USGS,4174490,2012-07-03,8.00,A
USGS,4174490,2012-07-04,1.68,A
USGS,4174490,2012-07-05,29.2,A
USGS,4174490,2012-07-06,3.41,A
USGS,4174490,2012-07-07,3.40,A
USGS,4174490,2012-07-08,4.56,A
USGS,4174490,2012-07-09,2.60,A
USGS,4174490,2012-07-10,2.22,A
USGS,4174490,2012-07-11,2.06,A
USGS,4174490,2012-07-12,2.06,A
USGS,4174490,2012-07-13,2.04,A
USGS,4174490,2012-07-14,1.96,A
USGS,4174490,2012-07-15,2.05,A
USGS,4174490,2012-07-16,2.05,A
USGS,4174490,2012-07-17,1.96,A
USGS,4174490,2012-07-18,1.99,A
USGS,4174490,2012-07-19,3.01,A
USGS,4174490,2012-07-20,1.94,A
USGS,4174490,2012-07-21,1.83,A
USGS,4174490,2012-07-22,1.76,A
USGS,4174490,2012-07-23,1.81,A
USGS,4174490,2012-07-24,1.81,A
USGS,4174490,2012-07-25,1.84,A
USGS,4174490,2012-07-26,2.27,A
USGS,4174490,2012-07-27,1.91,A
USGS,4174490,2012-07-28,1.80,A
USGS,4174490,2012-07-29,1.72,A
USGS,4174490,2012-07-30,1.50,A
USGS,4174490,2012-07-31,4.35,A
USGS,4174490,2012-08-01,1.42,A
USGS,4174490,2012-08-02,1.36,A
USGS,4174490,2012-08-03,1.26,A
USGS,4174490,2012-08-04,1.43,A
USGS,4174490,2012-08-05,1.44,A
USGS,4174490,2012-08-06,1.30,A
USGS,4174490,2012-08-07,1.34,A
USGS,4174490,2012-08-08,1.37,A
USGS,4174490,2012-08-09,23.6,A
USGS,4174490,2012-08-10,7.61,A
USGS,4174490,2012-08-11,2.70,A
USGS,4174490,2012-08-12,1.79,A
USGS,4174490,2012-08-13,2.26,A
USGS,4174490,2012-08-14,12.4,A
USGS,4174490,2012-08-15,2.78,A
USGS,4174490,2012-08-16,2.21,A
USGS,4174490,2012-08-17,2.14,A
USGS,4174490,2012-08-18,2.20,A
USGS,4174490,2012-08-19,2.11,A
USGS,4174490,2012-08-20,1.62,A
USGS,4174490,2012-08-21,1.63,A
USGS,4174490,2012-08-22,1.69,A
USGS,4174490,2012-08-23,1.74,A
USGS,4174490,2012-08-24,1.90,A
USGS,4174490,2012-08-25,1.51,A
USGS,4174490,2012-08-26,2.29,A
USGS,4174490,2012-08-27,17.1,A
USGS,4174490,2012-08-28,2.15,A
USGS,4174490,2012-08-29,1.78,A
USGS,4174490,2012-08-30,1.68,A
USGS,4174490,2012-08-31,1.62,A
USGS,4174490,2012-09-01,1.56,A
USGS,4174490,2012-09-02,1.51,A
USGS,4174490,2012-09-03,1.42,A
USGS,4174490,2012-09-04,2.46,A
USGS,4174490,2012-09-05,2.41,A
USGS,4174490,2012-09-06,3.81,A
USGS,4174490,2012-09-07,1.67,A
USGS,4174490,2012-09-08,11.6,A
USGS,4174490,2012-09-09,1.24,A
USGS,4174490,2012-09-10,1.11,A
USGS,4174490,2012-09-11,1.11,A
USGS,4174490,2012-09-12,1.08,A
USGS,4174490,2012-09-13,1.11,A
USGS,4174490,2012-09-14,10.5,A
USGS,4174490,2012-09-15,1.38,A
USGS,4174490,2012-09-16,1.23,A
USGS,4174490,2012-09-17,1.46,A
USGS,4174490,2012-09-18,1.60,A
USGS,4174490,2012-09-19,1.08,A
USGS,4174490,2012-09-20,1.82,A
USGS,4174490,2012-09-21,2.24,A
USGS,4174490,2012-09-22,3.52,A
USGS,4174490,2012-09-23,0.92,A
USGS,4174490,2012-09-24,0.91,A
USGS,4174490,2012-09-25,1.09,A
USGS,4174490,2012-09-26,1.14,A
USGS,4174490,2012-09-27,1.11,A
USGS,4174490,2012-09-28,0.98,A
USGS,4174490,2012-09-29,0.84,A
USGS,4174490,2012-09-30,1.04,A
USGS,4174490,2012-10-01,1.27,A
USGS,4174490,2012-10-02,2.60,A
USGS,4174490,2012-10-03,0.99,A
USGS,4174490,2012-10-04,0.99,A
USGS,4174490,2012-10-05,2.64,A
USGS,4174490,2012-10-06,1.09,A
USGS,4174490,2012-10-07,1.06,A
USGS,4174490,2012-10-08,1.13,A
USGS,4174490,2012-10-09,1.22,A
USGS,4174490,2012-10-10,2.24,A
USGS,4174490,2012-10-11,0.87,A
USGS,4174490,2012-10-12,1.09,A
