agency_cd,site_no,Datetime,Mean_CFS,294515_00060_00003_cd
USGS,4173500,1981-04-06,105,A
USGS,4173500,1981-04-07,93.0,A
USGS,4173500,1981-04-08,84.0,A
USGS,4173500,1981-04-09,93.0,A
USGS,4173500,1981-04-10,92.0,A
USGS,4173500,1981-04-11,207,A
USGS,4173500,1981-04-12,448,A
USGS,4173500,1981-04-13,448,A
USGS,4173500,1981-04-14,495,A
USGS,4173500,1981-04-15,429,A
USGS,4173500,1981-04-16,271,A
USGS,4173500,1981-04-17,208,A
USGS,4173500,1981-04-18,184,A
USGS,4173500,1981-04-19,161,A
USGS,4173500,1981-04-20,151,A
USGS,4173500,1981-04-21,131,A
USGS,4173500,1981-04-22,118,A
USGS,4173500,1981-04-23,268,A
USGS,4173500,1981-04-24,255,A
USGS,4173500,1981-04-25,190,A
USGS,4173500,1981-04-26,154,A
USGS,4173500,1981-04-27,137,A
USGS,4173500,1981-04-28,127,A
USGS,4173500,1981-04-29,166,A
USGS,4173500,1981-04-30,156,A
USGS,4173500,1981-05-01,135,A
USGS,4173500,1981-05-02,119,A
USGS,4173500,1981-05-03,106,A
USGS,4173500,1981-05-04,95.0,A
USGS,4173500,1981-05-05,88.0,A
USGS,4173500,1981-05-06,84.0,A
USGS,4173500,1981-05-07,76.0,A
USGS,4173500,1981-05-08,71.0,A
USGS,4173500,1981-05-09,68.0,A
USGS,4173500,1981-05-10,112,A
USGS,4173500,1981-05-11,302,A
USGS,4173500,1981-05-12,270,A
USGS,4173500,1981-05-13,177,A
USGS,4173500,1981-05-14,157,A
USGS,4173500,1981-05-15,247,A
USGS,4173500,1981-05-16,253,A
USGS,4173500,1981-05-17,177,A
USGS,4173500,1981-05-18,141,A
USGS,4173500,1981-05-19,119,A
USGS,4173500,1981-05-20,103,A
USGS,4173500,1981-05-21,90.0,A
USGS,4173500,1981-05-22,80.0,A
USGS,4173500,1981-05-23,73.0,A
USGS,4173500,1981-05-24,71.0,A
USGS,4173500,1981-05-25,76.0,A
USGS,4173500,1981-05-26,69.0,A
USGS,4173500,1981-05-27,110,A
USGS,4173500,1981-05-28,123,A
USGS,4173500,1981-05-29,93.0,A
USGS,4173500,1981-05-30,155,A
USGS,4173500,1981-05-31,155,A
USGS,4173500,1981-06-01,111,A
USGS,4173500,1981-06-02,88.0,A
USGS,4173500,1981-06-03,86.0,A
USGS,4173500,1981-06-04,129,A
USGS,4173500,1981-06-05,102,A
USGS,4173500,1981-06-06,80.0,A
USGS,4173500,1981-06-07,67.0,A
USGS,4173500,1981-06-08,60.0,A
USGS,4173500,1981-06-09,63.0,A
USGS,4173500,1981-06-10,58.0,A
USGS,4173500,1981-06-11,51.0,A
USGS,4173500,1981-06-12,48.0,A
USGS,4173500,1981-06-13,86.0,A
USGS,4173500,1981-06-14,223,A
USGS,4173500,1981-06-15,295,A
USGS,4173500,1981-06-16,192,A
USGS,4173500,1981-06-17,132,A
USGS,4173500,1981-06-18,103,A
USGS,4173500,1981-06-19,86.0,A
USGS,4173500,1981-06-20,78.0,A
USGS,4173500,1981-06-21,71.0,A
USGS,4173500,1981-06-22,113,A
USGS,4173500,1981-06-23,113,A
USGS,4173500,1981-06-24,88.0,A
USGS,4173500,1981-06-25,79.0,A
USGS,4173500,1981-06-26,68.0,A
USGS,4173500,1981-06-27,59.0,A
USGS,4173500,1981-06-28,53.0,A
USGS,4173500,1981-06-29,49.0,A
USGS,4173500,1981-06-30,46.0,A
USGS,4173500,1981-07-01,45.0,A
USGS,4173500,1981-07-02,45.0,A
USGS,4173500,1981-07-03,43.0,A
USGS,4173500,1981-07-04,48.0,A
USGS,4173500,1981-07-05,45.0,A
USGS,4173500,1981-07-06,42.0,A
USGS,4173500,1981-07-07,39.0,A
USGS,4173500,1981-07-08,37.0,A
USGS,4173500,1981-07-09,36.0,A
USGS,4173500,1981-07-10,35.0,A
USGS,4173500,1981-07-11,32.0,A
USGS,4173500,1981-07-12,32.0,A
USGS,4173500,1981-07-13,33.0,A
USGS,4173500,1981-07-14,31.0,A
USGS,4173500,1981-07-15,30.0,A
USGS,4173500,1981-07-16,30.0,A
USGS,4173500,1981-07-17,29.0,A
USGS,4173500,1981-07-18,29.0,A
USGS,4173500,1981-07-19,28.0,A
USGS,4173500,1981-07-20,40.0,A
USGS,4173500,1981-07-21,50.0,A
USGS,4173500,1981-07-22,44.0,A
USGS,4173500,1981-07-23,37.0,A
