agency_cd,site_no,parameter_cd,ts_id,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,4174500,60,71299,12,6,2009,2016,8,2012,1880,2013,244,601,,,312,350,433,557,837,,
USGS,4174500,60,71299,12,7,2009,2016,8,2012,1790,2013,321,591,,,323,342,428,537,802,,
USGS,4174500,60,71299,12,8,2009,2016,8,2012,1720,2014,313,579,,,347,358,425,532,786,,
USGS,4174500,60,71299,12,9,2009,2016,8,2012,1600,2011,314,584,,,322,328,432,617,816,,
USGS,4174500,60,71299,12,10,2009,2016,8,2012,1490,2011,292,567,,,304,314,415,645,818,,
USGS,4174500,60,71299,12,11,2009,2016,8,2012,1380,2011,284,523,,,306,316,356,605,776,,
USGS,4174500,60,71299,12,12,2009,2016,8,2012,1290,2014,280,501,,,282,295,336,586,735,,
USGS,4174500,60,71299,12,13,2009,2016,8,2012,1220,2011,260,470,,,271,277,329,551,702,,
USGS,4174500,60,71299,12,14,2009,2016,8,2012,1280,2011,258,475,,,273,280,326,543,706,,
USGS,4174500,60,71299,12,15,2009,2016,8,2012,1540,2013,260,522,,,275,281,327,608,820,,
USGS,4174500,60,71299,12,16,2009,2016,8,2012,1570,2013,271,544,,,274,280,349,649,855,,
USGS,4174500,60,71299,12,17,2009,2016,8,2012,1450,2013,265,536,,,279,285,409,613,800,,
USGS,4174500,60,71299,12,18,2009,2016,8,2012,1350,2011,276,524,,,281,283,408,602,760,,
USGS,4174500,60,71299,12,19,2009,2016,8,2012,1290,2011,284,514,,,285,290,407,570,718,,
USGS,4174500,60,71299,12,20,2009,2016,8,2012,1230,2016,281,520,,,285,297,442,595,737,,
USGS,4174500,60,71299,12,21,2009,2016,8,2012,1220,2011,276,530,,,317,341,451,596,742,,
USGS,4174500,60,71299,12,22,2009,2016,8,2012,1220,2011,279,550,,,322,353,470,643,788,,
USGS,4174500,60,71299,12,23,2009,2016,8,2012,1180,2011,277,539,,,355,378,438,637,767,,
USGS,4174500,60,71299,12,24,2009,2016,8,2012,1130,2011,274,544,,,362,396,472,627,756,,
USGS,4174500,60,71299,12,25,2009,2016,8,2012,1070,2011,261,552,,,356,384,518,644,737,,
USGS,4174500,60,71299,12,26,2009,2016,8,2012,1030,2011,203,564,,,348,392,537,710,779,,
USGS,4174500,60,71299,12,27,2009,2016,8,2009,1170,2011,193,605,,,339,390,520,886,1000,,
USGS,4174500,60,71299,12,28,2009,2016,8,2009,1620,2011,187,675,,,329,397,576,878,1100,,
USGS,4174500,60,71299,12,29,2009,2016,8,2009,1620,2011,233,689,,,349,421,574,865,1080,,
USGS,4174500,60,71299,12,30,2009,2016,8,2009,1480,2011,309,683,,,354,407,577,886,1060,,
USGS,4174500,60,71299,12,31,2009,2016,8,2009,1410,2011,321,681,,,351,393,581,956,1130,,
